Unnamed: 0,Position,Rating,Pace,Acceleration,Sprint Speed,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,FK. Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Dribbling.1,Composure,Defending,Interceptions,Heading Accuracy,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Name,Club,Nation,League,Skills,Weak Foot,Intl. Rep,Foot,Height,Weight,Revision,Def. WR,Att. WR,Origin,Version,PS4 Games Played,Days in game,Acrobat,Aerial Threat,Clinical Finisher,Complete Defender,Complete Forward,Crosser,Distance Shooter,Dribbler,FK Specialist,Midfielder,Play Maker,Poacher,Speedster,Strength Spec,Tackler,Tactician,Avoids Using Weaker Foot,Backs Into Player,Chip Shot,Corner Specialist,Crosser - Early Crosser,Dives Into Tackles,Dribbler - Speed Dribbler,Flair,GK One On One,Giant Throw In,Injury Prone,Leadership,Long Throw,Long Thrower,One Club Player,Passing - Long Passer,Playmaker,Power Header,Puncher,Pushes Up For Corners,Selfish,Shooting - Chip Shot,Shooting - Finesse Shot,Shooting - Long Shot Taker,Sweeper Keeper,Takes Finesse Style Free Kicks,Takes Powerful Driven Free Kicks,Target Forward,Technical Dribbler,Tries To Beat Defensive Line,Ultimate Professional,games_day
2304,LM,74,77,74,79,67,75,66,73,64,67,52,67,72,70,43,68,58,75,78,73,66,74,76,78,72,38,37,67,32,39,31,71,67,80,69,67,Fábio Miguel Santos Sturgeon,Vitória Guimarães,Portugal,Liga NOS,4,4,1,Right,183,76,Normal,Low,High,N\A, silver,613,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.717086835
2309,RM,74,90,92,88,65,69,61,68,71,65,69,68,70,66,51,72,65,63,77,85,74,70,74,77,73,26,34,64,18,17,18,67,72,76,59,73,Ezequiel Cerutti,San Lorenzo de Almagro,Argentina,Primera División,4,4,1,Right,179,75,Normal,Med,High,N\A, silver,5158,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.44817927
2313,LM,74,90,90,90,66,65,64,74,71,50,58,64,60,69,45,66,59,70,82,90,82,64,79,82,64,23,23,31,21,23,20,55,55,72,56,33,Demarai Gray,Leicester City,England,Premier League,3,3,1,Right,179,66,Normal,Med,Med,N\A, silver,132231,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,370.39495800000003
2328,LM,73,69,69,69,69,70,66,73,72,70,68,73,72,75,72,72,73,80,74,72,73,70,75,74,68,39,44,62,41,26,36,59,42,73,62,36,Stewart Downing,Middlesbrough,England,EFL Championship,3,3,2,Left,180,64,Normal,Med,Med,N\A, silver,760,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.128851541
2346,LM,73,61,64,59,67,67,68,68,65,58,79,77,76,78,74,79,73,82,75,69,56,69,76,75,77,48,55,58,41,48,44,62,54,58,67,59,Jerónimo Figueroa Cabrera,UD Las Palmas,Spain,LaLiga Santander,3,3,1,Left,180,70,Normal,Med,Med,N\A, silver,1091,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0560224089999997
2347,RM,73,66,67,66,72,65,66,83,76,70,75,77,72,82,81,74,80,84,72,68,62,59,76,72,66,41,53,42,36,40,35,62,39,72,61,59,Néstor Susaeta Jaurrieta,Albacete Bpie,Spain,LaLiga 1 I 2 I 3,3,3,1,Right,178,74,Normal,Med,Med,N\A, silver,475,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.330532213
2364,RM,73,63,65,62,69,80,72,64,66,68,73,72,76,73,67,73,69,66,73,67,73,68,75,73,81,47,59,53,38,45,46,63,51,74,58,65,Thomas Buffel,KRC Genk,Belgium,Belgium Pro League,3,4,2,Right,176,73,Normal,Low,Med,N\A, silver,612,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.714285714
2373,LM,73,90,86,93,64,74,65,66,62,55,53,66,67,65,69,65,65,83,72,90,70,70,70,72,68,50,59,54,46,48,50,75,90,78,72,74,Roland Lamah,FC Dallas,Belgium,Major League Soccer,3,3,1,Left,175,71,Normal,Med,High,N\A, silver,7454,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87955182
2378,LM,73,89,87,90,64,57,63,72,68,50,48,69,72,76,62,68,60,62,75,93,93,54,71,75,70,44,47,30,43,49,35,70,84,88,66,52,Jonny Hayes,Celtic,Republic of Ireland,Scottish Premiership,3,4,1,Left,173,70,Normal,High,High,N\A, silver,4969,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91876751
2385,LM,73,71,74,69,66,72,68,67,66,49,64,67,69,71,69,69,59,60,77,82,66,69,75,77,71,39,37,66,30,44,31,68,63,78,66,60,Marc Pugh,Bournemouth,England,Premier League,4,4,1,Right,180,72,Normal,Med,High,N\A, silver,1581,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.428571429
2389,RM,73,66,67,65,65,69,59,70,69,56,80,76,67,81,77,80,74,78,70,62,72,72,73,70,65,45,55,58,37,44,37,64,60,71,62,59,Carlos Carmona Bonet,R. Sporting,Spain,LaLiga 1 I 2 I 3,4,3,1,Right,178,74,Normal,Med,High,N\A, silver,643,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.801120448
2401,LM,73,66,67,65,65,75,62,65,67,66,65,76,76,80,76,73,75,78,73,81,82,70,71,73,81,34,46,35,16,46,23,56,64,65,56,41,Onur Kaya,SV Zulte-Waregem,Belgium,Belgium Pro League,3,3,1,Right,166,66,Normal,Low,Med,N\A, silver,728,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.039215686
2411,RM,73,82,78,85,70,73,71,73,69,70,59,67,68,67,74,68,61,61,77,75,72,71,68,77,71,38,46,56,34,31,33,69,74,78,65,66,Mateus Galiano da Costa,Boavista FC,Angola,Liga NOS,3,3,1,Right,176,75,Normal,Med,Med,N\A, silver,334,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.93557423
2413,LM,73,73,72,74,70,77,73,69,70,63,39,68,69,70,34,71,70,55,67,72,77,70,76,67,75,56,65,76,38,64,48,78,81,87,76,71,Birkir Bjarnason,Aston Villa,Iceland,EFL Championship,3,4,2,Right,182,75,Normal,Med,High,N\A, silver,1854,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.193277311
2417,RM,73,77,74,79,67,73,68,71,62,67,61,70,71,73,63,73,65,59,73,75,72,74,72,73,69,42,54,74,30,37,36,66,76,66,67,62,Stefan Aigner,Colorado Rapids,Germany,Major League Soccer,3,4,2,Right,183,73,Normal,Med,Med,N\A, silver,599,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6778711480000001
2475,RM,73,79,80,79,66,71,66,70,64,61,66,71,73,73,54,75,66,57,71,81,71,64,74,71,66,27,35,52,22,20,24,61,67,75,51,66,Alexey Ionov,FC Rostov,Russia,Russian Football Premier League,3,4,1,Left,177,68,Normal,Low,Med,N\A, silver,579,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621848739
2491,LM,73,82,82,82,69,64,66,74,75,66,64,67,68,67,62,69,61,73,80,87,74,68,76,80,73,32,30,33,30,39,25,51,46,68,47,43,Oussama Assaidi,FC Twente,Morocco,Eredivisie,5,4,2,Right,177,69,Normal,Low,High,N\A, silver,7565,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.19047619
2494,LM,73,75,76,74,73,72,67,80,74,81,80,71,69,75,71,71,70,75,75,73,65,68,74,75,67,34,42,43,26,38,23,69,74,66,75,58,Saúl Berjón Pérez,R. Oviedo,Spain,LaLiga 1 I 2 I 3,3,4,1,Right,178,85,Normal,Low,Med,N\A, silver,588,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.6470588240000001
2496,RM,73,89,86,91,72,70,68,86,70,68,60,65,59,70,54,68,62,68,74,67,64,74,72,74,67,31,28,67,18,35,27,75,80,68,77,76,Alexander Esswein,Hertha BSC,Germany,Bundesliga,2,3,2,Right,183,85,Normal,Med,Med,N\A, silver,20049,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.15966387
2500,RM,73,80,77,83,68,66,70,70,66,51,61,71,73,71,75,73,65,71,73,79,62,67,74,73,65,32,60,43,16,27,29,56,48,76,57,31,Junior Stanislas,Bournemouth,England,Premier League,4,3,1,Right,183,76,Normal,Med,High,N\A, silver,6717,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.81512605
2501,RM,73,83,87,79,68,70,63,75,74,69,65,66,66,64,67,67,63,73,75,85,78,71,75,75,67,43,42,56,38,44,43,68,58,76,66,68,Daniel João Santos Candeias,Rangers FC,Portugal,Scottish Premiership,4,4,1,Right,177,78,Normal,Med,High,N\A, silver,3131,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.770308123
2511,LM,73,78,79,78,73,72,74,78,69,69,66,67,64,71,60,70,61,60,76,78,66,66,75,76,69,30,41,65,22,20,24,71,72,74,72,65,Edgar Benítez,Querétaro,Paraguay,LIGA Bancomer MX,3,4,1,Left,176,70,Normal,Low,High,N\A, silver,306,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857
2515,LM,73,89,91,87,70,69,68,72,72,73,63,66,69,62,63,70,55,71,78,92,91,68,75,78,77,31,49,63,19,23,22,45,86,68,31,43,Daniel Villalva,Tiburones Rojos de Veracruz,Argentina,LIGA Bancomer MX,4,4,1,Right,158,61,Normal,Med,Med,N\A, silver,3485,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.761904762
2520,RM,73,78,79,77,72,67,68,84,74,70,57,69,70,74,76,67,59,77,77,76,77,69,75,77,71,49,49,56,45,50,49,71,67,76,72,63,Jóhann Berg Guðmundsson,Burnley,Iceland,Premier League,3,4,1,Left,178,77,Normal,Med,High,N\A, silver,5692,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15.94397759
2533,LM,73,77,77,77,67,69,61,74,76,63,57,71,70,73,68,72,67,71,73,72,76,72,73,73,68,62,66,55,58,66,66,70,72,78,68,63,Edgar Prib,Hannover 96,Russia,Bundesliga,2,3,2,Left,180,77,Normal,High,Med,N\A, silver,835,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.338935574
2546,LM,73,77,75,79,56,70,46,72,61,51,46,71,65,76,63,75,66,75,76,77,79,71,76,76,74,63,59,57,66,64,65,67,73,74,62,70,José Rodolfo Pires Ribeiro,Sampdoria,Brazil,Calcio A,4,2,1,Left,177,75,Normal,Med,High,N\A, silver,4445,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.45098039
2553,LM,73,78,79,77,73,71,75,74,71,70,73,66,63,65,67,68,67,69,76,84,84,74,75,76,67,36,25,64,36,33,35,54,79,72,44,49,Knowledge Musona,KV Oostende,Zimbabwe,Belgium Pro League,3,3,1,Right,174,68,Normal,Low,Med,N\A, silver,952,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667
2559,LM,73,85,86,84,70,71,72,72,64,64,71,65,68,68,71,63,56,73,77,83,77,74,74,77,69,30,31,59,27,25,21,53,61,73,50,32,Héldon Augusto Almeida Ramos,Vitória Guimarães,Cape Verde Islands,Liga NOS,4,3,1,Right,174,68,Normal,Low,High,N\A, silver,927,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.596638655
2571,LM,73,74,77,72,64,72,65,66,59,63,59,70,72,65,65,74,68,68,76,77,72,69,76,76,72,38,36,61,35,38,32,57,43,62,61,43,Alexander Kačaniklić,FC Nantes,Sweden,Ligue 1 Conforama,3,4,1,Left,181,72,Normal,Med,Med,N\A, silver,729,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.042016807
2583,LM,73,79,80,78,65,65,61,75,66,66,60,70,72,72,62,71,63,76,78,84,84,71,73,78,79,37,38,42,37,40,21,62,76,64,63,51,Francisco Montañés Claverías,CD Tenerife,Spain,LaLiga 1 I 2 I 3,3,4,1,Right,172,73,Normal,Med,High,N\A, silver,910,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549019608
2587,RM,73,78,79,77,76,65,72,83,83,70,74,73,67,76,80,74,70,77,76,82,79,62,76,76,62,30,43,41,22,28,23,54,65,61,57,35,Aras Özbiliz,Beşiktaş JK,Armenia,Süper Lig,4,3,2,Left,175,72,Normal,Med,High,N\A, silver,1084,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3.0364145660000004
2591,RM,73,92,90,93,63,66,58,70,67,64,57,66,68,64,59,70,60,59,77,84,86,70,74,77,75,56,61,52,55,54,55,63,80,74,55,67,Guilherme Costa Marques,Legia Warszawa,Brazil,Ekstraklasa,4,3,1,Left,170,70,Normal,Med,Med,N\A, silver,13572,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.01680672
2604,RM,73,81,85,78,66,72,65,74,60,59,62,65,64,69,53,70,58,60,75,76,78,72,70,75,68,33,34,45,30,33,29,68,67,77,67,60,Felix Klaus,Hannover 96,Germany,Bundesliga,3,3,1,Right,180,79,Normal,Med,Med,N\A, silver,2163,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.058823529
2630,LM,73,90,91,89,68,67,65,73,72,71,64,66,66,67,72,66,62,74,79,93,92,66,78,79,72,34,40,49,29,33,27,53,72,64,44,59,Kerim Frei,Medipol Başakşehir FK,Turkey,Süper Lig,4,4,1,Right,171,70,Normal,Med,High,N\A, silver,5353,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.99439776
2653,LM,73,80,82,79,72,66,71,75,77,68,62,70,71,70,67,70,65,74,77,87,86,68,73,77,72,19,18,52,13,16,18,60,61,71,60,47,Leandro Trossard,KRC Genk,Belgium,Belgium Pro League,3,3,1,Right,172,69,Normal,Med,High,N\A, silver,1725,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.831932773
2659,LM,73,88,89,88,64,69,67,60,69,43,56,68,70,72,67,69,54,70,76,92,93,64,71,76,68,42,35,25,53,43,37,55,61,72,41,65,Ryan Fraser,Bournemouth,Scotland,Premier League,3,4,1,Right,163,60,Normal,Med,High,N\A, silver,18730,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.46498599
2669,RM,73,80,82,78,57,68,50,67,62,61,49,69,68,73,57,70,69,69,73,75,73,71,72,73,69,68,69,56,69,70,71,70,76,83,65,66,Thomas Foket,KAA Gent,Belgium,Belgium Pro League,3,3,1,Right,178,77,Normal,High,High,N\A, silver,1301,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.644257703
2673,LM,73,74,75,73,68,68,67,75,71,50,57,71,76,64,54,75,72,67,74,78,77,72,75,74,71,59,68,59,52,62,55,65,70,70,61,69,Adrien Thomasson,FC Nantes,France,Ligue 1 Conforama,3,3,1,Right,177,72,Normal,Med,Med,N\A, silver,902,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5266106440000002
2687,LM,73,85,82,88,62,69,65,63,58,47,59,67,69,68,60,69,60,61,77,82,87,60,73,77,67,46,39,55,42,53,46,68,81,83,61,61,Chisamba Lungu,Alanyaspor,Zambia,Süper Lig,4,4,1,Right,178,68,Normal,Low,High,N\A, silver,458,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.282913165
2692,LM,73,90,91,90,69,70,66,75,69,64,70,65,64,72,66,64,58,74,74,91,88,62,73,74,55,31,26,39,29,34,30,71,74,86,66,63,Salman Muwashar,Al Ahli,Saudi Arabia,Dawry Jameel,4,4,1,Right,165,62,Normal,Med,High,N\A, silver,13873,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.85994398
2697,LM,73,80,86,75,65,65,63,67,70,59,68,68,70,67,70,71,59,74,80,83,84,68,76,80,60,36,32,59,28,40,35,62,65,68,59,62,Rubén García Santos,R. Sporting,Spain,LaLiga 1 I 2 I 3,3,3,1,Left,171,72,Normal,High,Med,N\A, silver,884,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.4761904759999998
2698,LM,73,78,75,81,67,72,66,72,70,59,54,71,73,63,65,75,73,69,74,73,69,73,73,74,64,58,57,62,55,59,60,64,81,72,61,56,Georgi Milanov,CSKA Moscow,Bulgaria,Russian Football Premier League,3,4,1,Left,184,74,Normal,Med,Med,N\A, silver,385,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078431373
2712,LM,73,81,82,80,68,76,71,68,66,64,48,66,69,64,49,69,63,58,75,80,88,68,73,75,66,44,71,43,38,34,39,57,49,76,55,42,Romain Philippoteaux,AJ Auxerre,France,Domino’s Ligue 2,3,3,1,Right,170,67,Normal,Med,High,N\A, silver,1752,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.907563025
2716,RM,73,91,91,91,68,69,73,65,66,54,55,61,54,65,50,68,54,57,81,80,92,65,76,81,63,29,38,38,27,23,29,51,65,61,52,32,Jimmy Cabot,FC Lorient,France,Domino’s Ligue 2,3,3,1,Right,164,60,Normal,Med,High,N\A, silver,5078,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.22408964
2719,RM,73,76,77,75,67,71,65,76,66,72,48,67,66,78,35,67,62,66,74,79,66,73,72,74,68,32,33,62,33,22,25,62,44,72,71,33,Mauricio Sperduti,Club Atlético Banfield,Argentina,Primera División,3,3,1,Right,180,73,Normal,Med,Med,N\A, silver,459,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.285714286
2727,RM,73,93,92,94,60,67,61,71,49,47,47,59,43,70,42,68,52,54,84,80,81,63,78,84,71,24,29,40,20,23,16,70,75,65,80,48,Adama Traoré Diarra,Middlesbrough,Spain,EFL Championship,4,3,1,Right,178,76,Normal,Low,High,N\A, silver,12256,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34.33053221
2732,RM,73,80,80,80,68,67,62,78,68,66,76,68,72,63,61,68,70,66,78,79,69,66,75,78,65,33,37,45,25,35,29,61,70,79,61,35,Andrés Andrade,Club León,Colombia,LIGA Bancomer MX,3,2,1,Right,177,71,Normal,Low,High,N\A, silver,583,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1.633053221
2735,LM,73,93,93,93,66,67,66,75,63,59,58,63,65,70,29,65,58,56,73,89,75,70,72,73,66,35,50,65,17,32,35,59,69,81,59,31,Jefferson Cuero,Monarcas Morelia,Colombia,LIGA Bancomer MX,4,2,1,Left,173,66,Normal,Med,Med,N\A, silver,3166,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.868347339
2736,LM,73,89,87,90,62,75,52,80,69,58,47,66,64,70,66,66,67,45,73,86,78,71,75,73,50,41,56,71,30,29,53,64,80,70,61,58,Freddy Hinestroza,Tiburones Rojos de Veracruz,Colombia,LIGA Bancomer MX,3,3,1,Left,179,72,Normal,Low,High,N\A, silver,532,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490196078
2747,LM,73,73,71,75,70,67,69,74,71,67,57,73,71,73,63,76,71,69,76,72,60,68,77,76,60,33,31,43,29,37,26,60,36,61,67,48,Joaquín Correa,Sevilla FC,Argentina,LaLiga Santander,4,4,1,Right,188,77,Normal,Med,Med,N\A, silver,4115,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,11.52661064
2750,LM,73,79,77,80,72,76,71,78,70,62,62,67,73,67,35,69,65,69,79,79,77,63,75,79,67,29,26,71,23,26,22,51,65,65,51,32,Ronei Gleison Rodrigues Reis,CF Os Belenenses,Brazil,Liga NOS,3,4,1,Right,171,67,Normal,Med,Low,N\A, silver,908,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.543417367
2752,RM,73,80,82,79,71,73,71,75,67,66,72,65,63,65,65,71,52,68,80,78,78,68,77,80,63,30,27,56,23,31,26,62,67,65,66,48,David Remeseiro Salgueiro,Levante UD,Spain,LaLiga Santander,3,4,1,Right,178,65,Normal,Med,Med,N\A, silver,1656,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.638655462
2761,RM,73,87,91,84,52,69,50,56,50,52,47,66,55,72,53,70,66,71,75,84,85,65,75,75,73,52,53,48,57,47,58,64,61,81,65,42,Lorenzo Pasciuti,Carpi,Italy,Calcio B,3,4,1,Right,172,68,Normal,Med,High,N\A, silver,1715,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.803921569
2762,LM,73,93,93,93,63,60,63,62,68,54,56,65,65,71,34,68,56,70,75,91,93,63,74,75,77,24,22,40,24,21,24,47,56,82,33,38,Antonio Di Gaudio,Parma,Italy,Calcio B,3,4,1,Right,169,63,Normal,Med,High,N\A, silver,6172,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.28851541
